Temperature,Humidity,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
27.390098338255598,70.15571495699618,27.945689953651137,28.299302729117358,3.115816961839429,1.7563502949286718,7.346486053064609,553.6138195399981,Hazardous
37.46950102566196,95.17341019386606,2.6032396726578035,39.1622229372666,26.359749817580173,2.9708126853307477,3.78958565818329,675.8419450154292,Moderate
32.418680692551554,80.28946893780403,29.812572368656802,24.648235597348986,22.453248051716216,1.7414959772728569,5.437642884021642,649.5127078590083,Hazardous
41.266640517916514,97.47792373457467,36.904639581629816,46.9350900328096,8.772668358593947,2.3530475077330206,6.01155918805649,531.554351964303,Moderate
45.103983178363485,83.72175740560213,33.312207118320295,43.62679542346806,21.672210136863136,1.978014963865839,4.763049331720239,713.5342252438991,Moderate
43.258023128138554,98.33274046701845,46.40678621580454,39.21443429725759,12.317841177250251,1.891185547665279,3.977396594870817,513.3763141419679,Moderate
29.500250352719345,86.74148352417569,57.67555798148737,30.238525102247916,5.3725299916810645,1.5928310887939814,5.487343764227507,624.3966641518107,Hazardous
39.22812807660328,67.7368970365977,52.923247574563604,34.48962826741353,26.733981457199416,2.4282616934157364,4.522616516506485,782.8061577975159,Moderate
37.572658716623444,72.59546243179403,9.941977108187093,24.92946352689666,4.824655871972582,2.0533236058834214,4.929401498956241,875.5251133177715,Good
28.14117817526263,71.1377825332821,54.06756337544853,37.748897975441466,25.911130125769898,1.7126791207199208,5.53348451609444,504.82965168856475,Good
29.305167518844108,76.5439799051974,52.688389732018855,29.881080514075297,9.19098654419421,1.5740885613470874,5.57458497535384,674.9842036898025,Good
36.04876859477809,74.31617853357787,38.11005056972685,34.95745479450453,25.595220740626598,1.6578604431670219,5.28488111081063,609.5648159436201,Moderate
31.093731644968887,77.41955978904655,68.19290383110524,41.312801700680794,21.350020130228636,2.188132208617227,4.431559958339376,587.201676446125,Moderate
40.07868860981769,74.5193202345392,28.7676360498078,45.7705287210379,25.257897251431626,2.689621837281779,4.3356161535452165,948.821383552711,Poor
33.26169319983236,71.98610999778202,51.646360576090466,37.36671059652758,5.288659520091464,1.8568613916032566,3.026129343066973,311.26737854109797,Hazardous
42.897891502799666,90.57090340559664,21.245298025624386,30.706133314735805,23.439667091570637,1.8917505248051913,4.085482280288654,690.8761159671487,Moderate
37.51905181804945,99.44721741149117,29.0312346111646,48.469805059436126,12.042244663703377,2.4189177975093474,2.6200058722676456,611.7712476204844,Hazardous
43.53872135614951,82.93372882852324,1.3630603631900158,40.86751741594711,22.111711718860757,2.690151713831809,3.295731321463278,721.2541330333507,Moderate
29.86383371688332,81.2881966673503,34.68470703639398,34.3403107123868,11.353837760670308,2.549453973505731,3.9892538868349945,545.1701945393152,Moderate
33.738105265593695,91.06851882099222,35.65389385741747,48.67912461027868,17.83245059823069,2.7459039103678666,3.1553435461361135,691.8638074211669,Hazardous
36.33017914346997,88.08067052546582,19.664224977776662,32.0696805309694,1.0600207053600101,1.815394972348538,4.7805835145550155,536.7603891309844,Hazardous
33.76534270200772,72.27199608860501,70.76086189426697,27.432884381293473,8.860096656096154,2.1794464040161365,5.234437003408612,888.7300580492663,Moderate
38.49997866309469,86.18300017908084,38.70083254038799,45.31165511993032,18.80882078135906,2.1610117765815846,5.465134717605208,757.3577539146797,Moderate
42.0210005932966,95.66739853871582,52.30479976946235,37.048889325613054,13.347213936661989,1.8313786490812103,4.435125308138927,605.3824956165519,Good
33.03942717038024,70.13340823694523,70.44666759255219,35.22499941087725,21.653807236304402,1.558360228269525,5.85821197351321,656.4746161127562,Good
28.04710699189388,43.04788984750484,53.63033556125122,36.830158052993575,9.464234595323955,2.3493025655881534,3.4972768099432754,884.3272965190574,Poor
34.800621501508914,92.60277205434647,35.764220601580426,31.48485931848102,11.672033802001453,2.85144054546847,5.902492229002982,639.8092194959784,Good
25.740000078074296,64.10109029033325,23.693696048382993,32.20859004328046,20.740076344256213,1.6126551778259302,4.702670447143312,537.4044007802872,Moderate
38.192792334389914,92.32761781679218,77.4926209841135,47.37099788192845,19.11879027873768,1.5865616760761112,4.297346084087055,629.3898440657593,Good
36.780760605531256,97.34566245673754,52.71019710804603,40.81196581480422,14.874865995570907,1.8676759793223323,4.700020368155293,758.6947939570864,Hazardous
43.49870449937195,63.773080511178954,47.79941491775422,23.234204220530632,19.288889930523744,2.70019302014329,3.0551644096555783,653.1472690234825,Good
47.505265178638226,86.25921169545767,63.58898032747462,39.60994980537376,25.723934732163954,2.0742546050899593,4.044356614967009,666.0655815003672,Moderate
46.31344435163337,110.99472083959037,41.0352379933239,56.533401341428856,37.76010854946948,2.7316319904528634,2.902600423196441,591.7205301196183,Moderate
32.738732942627045,55.73614147411728,46.89999989801868,16.821895690030924,14.81574855317298,1.579080065023113,6.342066149694476,479.5597246470886,Good
29.80346990299457,68.46167707218113,48.29884662331979,40.9801756964294,16.207566513835744,2.7371917917620507,6.109607264616491,470.4581071056084,Good
39.59500450107768,85.84633337020199,34.08256492764804,36.19135943491005,13.130665861816155,1.8655670879447726,3.878515237129406,567.2306931288667,Moderate
35.060238716156604,66.05960751987284,65.54922442548731,33.60353966628536,17.38001044294265,1.642900458891654,5.540085925898404,585.8880732827625,Hazardous
30.31951532233309,74.21902558120729,52.2797085638591,38.39069751370918,8.203110881505978,2.035228528247349,5.043409745534572,494.245633424308,Moderate
37.60935330924785,70.81421025687752,59.5495059730724,43.70537524064879,10.360025295456099,2.3867978344763032,4.309804961275419,641.9215768455924,Moderate
35.43741312999167,75.49720503212764,57.54564957038333,24.999137342431588,14.405712620724902,1.6033834286512731,6.212976845208847,798.0901230708514,Hazardous
32.72522318763624,62.63753773193015,31.610656074195912,33.65938655419281,5.162974222168166,1.8149141318874462,5.8120760351167995,518.838542148678,Good
27.659274087821988,81.79179127649196,38.28832081685488,32.72088693516699,11.653337796277057,1.4902313407264276,5.277482196587594,497.25520122346825,Moderate
33.32350152152038,78.32467024050247,-0.33105333293619665,30.371108643821376,16.97769982886993,1.7511572562464188,5.37831794427408,570.9422314766618,Hazardous
39.907981195898834,75.52932241598408,31.29044298461671,38.62916905372588,5.895043799444794,2.0067727235279644,4.92925706850354,533.2153152199822,Poor
31.78311853410373,58.42073288055403,45.305882695996104,29.847982147221444,17.443513221395527,2.1660465134257123,5.043072624340333,668.5663230389769,Hazardous
35.21635052242349,83.82122098143799,55.8009404745565,27.68452428505349,13.063475857777377,2.308712232227333,3.7261773902524737,533.2673852076249,Moderate
24.699462179878733,51.13537768209294,69.05226441429292,34.51668615057996,9.001366342948213,1.179302194067379,6.615239019130914,311.77667742505747,Good
39.843998849619645,101.31399758104128,65.50604220580969,37.90165405778674,28.26280130746109,2.8465135300123863,3.8370684002522797,867.8289095919499,Moderate
30.496601679325597,84.92054114702651,31.254266941424692,51.60956376120358,18.672065599266222,1.888638598583772,2.7818061323519183,819.9883543662957,Moderate
32.68964855496365,104.07279628981757,34.50632818567288,37.31312032977742,9.749520251315916,1.9356156939780298,4.070953235492241,666.6502488273898,Poor
38.70909194365215,81.73194234415782,29.339241069552592,47.81466647518738,22.447147072635893,1.8897008550116539,2.9702609020020585,644.8631205590846,Moderate
35.47459041160264,59.34096901134784,71.10107967703283,31.61794720075846,16.214367806324997,2.470670384704225,2.7391353577618798,447.35235699642,Good
39.37639975507931,69.43166638895862,35.69490940935285,32.33996916649588,10.608206124113206,2.520710000900686,5.7565412269471885,793.5396952086539,Hazardous
31.60043592505955,77.21488846253098,61.79932700744253,39.3684705226675,31.387402289571636,2.818706213261142,5.132678552988265,616.5381972078587,Moderate
